Date,Store / Outlet,item name,Category,Receipt Price ($),Weight / Qty,Unit,Normalized Unit Price ($),Std Unit
2026-08-23, New India Bazar, BEAN GREEN, Produce,1.33,1.03, LB,1.29, per lb
2026-08-23, New India Bazar, VEER MOONG DAL 2LB, Grains / Pulses,3.99,2, LB,2, per lb
2026-08-29, Costco, KS ORG A2 PR, Dairy / Milk,14.39,1, EA,14.39, per unit
2026-08-29, Costco, ORG MEDITERR, Grocery / Deli,8.99,1, EA,8.99, per unit
2026-08-30, New India Bazar, VEER MOONG CHILKA 2LB, Grains / Pulses,3.99,2, LB,2, per lb
2026-08-30, New India Bazar, PARLE KRACKJACK VALUE PACK (264GM), Snacks,2.29,264, GM,0.87, per 100g
2026-08-30, New India Bazar, DEEP GARLIC NAAN FAMILY PACK 12P, Bakery / Frozen,8.99,12, EA,0.75, per unit
2026-08-30, New India Bazar, C&H SUGAR GRANULATED 4LB, Pantry / Sugar,5.29,4, LB,1.32, per lb
2026-08-30, New India Bazar, TOMATO ROUND, Produce,1.87,1.45, LB,1.29, per lb
2026-08-30, New India Bazar, CILANTRO, Produce,0.39,1, EA,0.39, per unit
2026-08-30, New India Bazar, CARROT, Produce,0.34,0.57, LB,0.59, per lb
2026-08-30, New India Bazar, INDIAN OKRA, Produce,1.37,0.92, LB,1.49, per lb
2026-08-30, New India Bazar, NESCAFE CLASICO DAWN JAR 1.7OZ, Beverages / Coffee,4.49,1.7, OZ,2.64, per oz
2026-08-30, New India Bazar, DEEP SI KERALA MIXTURE 12OZ, Snacks,3.79,12, OZ,0.32, per oz
2026-08-30, New India Bazar, SURATI METHI 340GM, Produce / Frozen,2.49,340, GM,0.73, per 100g
2026-08-30, New India Bazar, DEEP CORIANDER CHILI BHAKRI 7OZ, Snacks / Bakery,2.79,7, OZ,0.4, per oz
2026-08-30, New India Bazar, HALDIRAMS KHARI METHI 400GM, Bakery / Snacks,4.29,400, GM,1.07, per 100g
2026-08-30, New India Bazar, CURRY/NEEM LEAVES, Produce,1,1, EA,1, per unit
2026-08-30, New India Bazar, CABBAGE, Produce,3.31,3.34, LB,0.99, per lb
2026-08-30, New India Bazar, VEER RAJAGRA FLOUR 400GM, Grains / Flours,1.79,400, GM,0.45, per 100g
2026-08-30, New India Bazar, ONION RED, Produce,0.5,0.51, LB,0.99, per lb
2026-08-30, New India Bazar, GINGER, Produce,0.22,0.15, LB,1.49, per lb
2026-08-30, New India Bazar, JOY DATE TAMARIND CHUTNEY 16OZ, Pantry / Condiments,6.99,16, OZ,0.44, per oz
2026-08-30, New India Bazar, VEER FLAX SEEDS 7OZ, Seeds / Pantry,1.99,7, OZ,0.28, per oz
2026-08-30, New India Bazar, KOHINOOR BLUE BASMATI RICE 10LB, Grains / Rice,14.99,10, LB,1.5, per lb
2026-08-29, Safeway, SIG COCONUT MILK, Grocery / Pantry,2.99,1, EA,2.99, per unit
2026-08-29, Safeway, THAI CRY PASTE 4OZ, Grocery / Pantry,6.99,4, OZ,1.75, per oz
2026-08-29, Safeway, GREEN BEANS, Produce,0.45,0.13, LB,3.49, per lb
2026-08-29, Safeway, CARROTS BULK, Produce,0.18,0.12, LB,1.49, per lb
2026-08-29, Safeway, ORANGE BELL PEPPER, Produce,1.25,1, EA,1.25, per unit
2026-08-29, Safeway, PEPPERS BELL GREEN, Produce,1.25,1, EA,1.25, per unit
2026-09-04, Walmart, SALAD KIT, Grocery / Produce,3.58,1, EA,3.58, per unit
2026-09-04, Walmart, GV PARCHMENT, Household / Kitchen,3.16,1, EA,3.16, per unit
2026-09-04, Walmart, CANVAS PDQ, Crafts / Art Supplies,1.58,1, EA,1.58, per unit
2026-09-04, Walmart, CANVAS PDQ, Crafts / Art Supplies,1.58,1, EA,1.58, per unit
2026-09-04, Walmart, AB 2OZ PNT, Crafts / Art Supplies,0.58,2, OZ,0.29, per oz
2026-09-04, Walmart, PEPPERIDGE, Grocery / Bakery,6.24,1, EA,6.24, per unit
2026-09-04, Walmart, AB 2OZ PNT, Crafts / Art Supplies,0.58,2, OZ,0.29, per oz
2026-09-04, Walmart, 2OZ PAINT, Crafts / Art Supplies,1.07,2, OZ,0.54, per oz
2026-09-04, Walmart, HH 12PC BRSH, Crafts / Art Supplies,4.34,12, EA,0.36, per unit
2026-09-06, Costco, KS ORG A2 PR, Dairy / Milk,14.39,1, EA,14.39, per unit
2026-09-06, Costco, ORG SMOOTHIE, Beverages,14.99,1, EA,14.99, per unit
2026-09-06, Costco, ORG MEDITERR, Grocery / Deli,8.99,1, EA,8.99, per unit
2026-09-06, Costco, YELLOW MINI, Produce,3.99,1, EA,3.99, per unit
2026-09-06, New India Bazar, NIB PIZZA BASE, Bakery / Grocery,4.49,1, EA,4.49, per unit
2026-09-06, New India Bazar, AMUL CHEESE CHIPLETS 200GM, Dairy,5.99,200, GM,3, per 100g
2026-09-06, New India Bazar, VEER FROZEN GREEN PEAS 2LB, Frozen / Produce,3.99,2, LB,2, per lb
2026-09-06, New India Bazar, CHENNAI CATERS IDLI DOSA BATTER 900ML, Refrigerated / Deli,4.49,900, ML,0.5, per 100ml
2026-09-06, New India Bazar, SPINACH BAG SMALL, Produce,2.29,1, EA,2.29, per unit
2026-09-06, New India Bazar, POMEGRANATE, Produce,1.98,2, EA,0.99, per unit
2026-09-06, New India Bazar, BELLPEPPER GREEN, Produce,0.74,0.83, LB,0.89, per lb
2026-09-06, New India Bazar, BELLPEPPER RED, Produce,0.54,0.36, LB,1.49, per lb
2026-09-06, New India Bazar, ONION RED, Produce,1.13,1.14, LB,0.99, per lb
2026-09-06, New India Bazar, CILANTRO, Produce,0.59,1, EA,0.59, per unit
2026-09-06, New India Bazar, RAMEN MASALA NOODLES 280G, Grocery / Pantry,2.99,280, GM,1.07, per 100g
2026-09-06, New India Bazar, TOMATO ROUND, Produce,1.46,1.15, LB,1.29, per lb
2026-09-06, New India Bazar, AMUL PASTEURIZED UNSALTED BUTTER 100GM, Dairy,2.19,100, GM,2.19, per 100g
2026-09-06, New India Bazar, CUCUMBER, Produce,0.39,1, EA,0.39, per unit
2026-09-06, New India Bazar, PARLE KRACKJACK VALUE PACK (264GM), Snacks,2.29,264, GM,0.87, per 100g
2026-09-06, New India Bazar, RAMEN MASALA ONE SACHET, Grocery / Pantry,2.95,5, EA,0.59, per unit
2026-09-06, New India Bazar, GINGER, Produce,0.22,0.15, LB,1.49, per lb
2026-09-06, New India Bazar, POTATO WHITE SMALL, Produce,1.74,2.2, LB,0.79, per lb
2026-09-06, New India Bazar, BEAN GREEN, Produce,1.58,1.06, LB,1.49, per lb
2026-09-06, New India Bazar, CHILLI THAI, Produce,0.13,0.09, LB,1.49, per lb
2026-09-06, New India Bazar, PAPER BAG, Supplies,0.1,1, EA,0.1, per unit
2026-09-06, Michaels, CRAY CLAY AIR-DRY, Crafts / Art Supplies,4.79,1, EA,4.79, per unit
2026-09-06, Michaels, CS 20Z METALLIC P, Crafts / Art Supplies,1.79,2, OZ,0.9, per oz
